Building classifier model for 2 classes...
Start at 20-Jun-2017 14:44:37
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       8              20    6.105411e+01    3.210226e-03    7.190476e+01    5.418994e+01     4 5 8 10 11 15 16 17 
       9             420    6.743459e+01    4.228591e-02    7.119048e+01    6.983240e+01     5 6 8 13 14 16 17 
      10             325    6.690386e+01    3.337490e-02    7.571429e+01    5.474860e+01     5 7 8 9 10 14 16 17 
      11             117    6.532639e+01    8.565786e-03    6.952381e+01    6.871508e+01     6 10 11 12 14 15 
      12             163    6.796531e+01    1.629931e-02    7.119048e+01    6.983240e+01     5 6 9 10 14 16 
      13             220    6.532345e+01    2.299812e-02    6.952381e+01    6.871508e+01     6 8 9 15 16 17 
      14             347    6.743459e+01    3.709238e-02    6.880952e+01    6.871508e+01     5 6 8 14 17 
      15             420    6.689798e+01    7.682056e-02    6.880952e+01    6.871508e+01     5 6 8 15 16 
      16             213    6.743459e+01    2.056697e-02    6.880952e+01    6.871508e+01     5 6 9 11 16 
      17             420    6.743459e+01    4.597416e-02    7.476190e+01    6.201117e+01     5 6 7 10 12 13 17 
      18              67    6.742871e+01    5.191037e-03    7.119048e+01    6.983240e+01     5 6 9 12 14 17 
      19              29    6.796531e+01    3.587479e-03    7.428571e+01    5.698324e+01     5 6 8 11 13 14 16 17 
      20             420    6.743165e+01    5.408431e-02    7.380952e+01    5.810056e+01     5 6 8 12 13 14 16 17 
gBest = 6.796531e+01

Iteration 24 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1               6    6.689210e+01    2.032438e-03    6.904762e+01    7.039106e+01     5 6 7 8 10 12 13 14 15 17 
       2             420    6.159366e+01    4.816801e-02    8.357143e+01    5.754190e+01     2 3 5 6 11 12 13 16 17 
       3             102    6.796237e+01    8.468440e-03    6.880952e+01    6.871508e+01     5 6 8 15 16 
       4             161    6.743459e+01    1.230721e-02    7.380952e+01    5.810056e+01     5 6 8 9 10 13 15 17 
       5             180    6.159954e+01    1.398697e-02    7.404762e+01    5.754190e+01     3 4 5 10 11 13 15 16 
       6              73    6.796237e+01    5.675276e-03    7.119048e+01    6.927374e+01     5 6 8 12 13 14 
       7              19    6.743459e+01    3.175082e-03    7.095238e+01    6.983240e+01     5 6 8 10 14 15 16 
       8             308    6.105411e+01    3.399008e-02    8.452381e+01    5.418994e+01     4 5 7 8 9 11 14 15 16 17 
       9             242    6.795943e+01    2.184303e-02    7.095238e+01    7.150838e+01     5 6 9 10 11 12 14 17 
      10             420    6.690386e+01    6.657440e-02    6.880952e+01    6.871508e+01     5 7 12 15 16 
      11             124    6.532639e+01    8.275926e-03    7.023810e+01    6.256983e+01     7 8 13 14 15 16 17 
      12             113    6.796531e+01    8.188533e-03    7.119048e+01    6.983240e+01     5 6 9 12 13 14 15 16 
      13              50    6.532345e+01    4.502465e-03    6.880952e+01    6.871508e+01     7 8 9 10 12 
      14             118    6.743459e+01    9.463044e-03    7.119048e+01    6.983240e+01     5 6 8 12 14 16 
      15             189    6.689798e+01    1.760648e-02    6.880952e+01    6.871508e+01     5 6 8 12 17 
      16             420    6.743459e+01    4.419985e-02    7.119048e+01    7.039106e+01     5 6 9 12 13 17 
      17             274    6.743459e+01    3.034693e-02    7.476190e+01    6.201117e+01     5 6 7 10 12 13 14 15 16 
      18             420    6.742871e+01    4.617382e-02    7.095238e+01    7.039106e+01     5 6 10 12 13 14 16 
      19             255    6.796531e+01    2.606901e-02    7.119048e+01    7.039106e+01     5 6 8 13 14 17 
      20             190    6.743165e+01    1.599608e-02    7.119048e+01    6.983240e+01     5 6 9 10 11 12 16 
gBest = 6.796531e+01

Iteration 25 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             419    6.689210e+01    5.675774e-02    7.809524e+01    5.474860e+01     5 6 7 8 10 13 14 15 17 
       2             101    6.159366e+01    9.815106e-03    8.214286e+01    5.642458e+01     2 6 7 8 11 12 13 15 
       3             420    6.796237e+01    4.794439e-02    7.095238e+01    7.094972e+01     5 6 8 12 13 17 
       4             372    6.743459e+01    3.827577e-02    7.119048e+01    7.039106e+01     5 6 8 9 11 12 15 
       5             132    6.159954e+01    9.976519e-03    7.595238e+01    5.586592e+01     3 6 7 8 9 15 17 
       6             356    6.796237e+01    3.412661e-02    7.119048e+01    6.983240e+01     5 6 8 10 13 15 17 
       7             420    6.743459e+01    4.232292e-02    7.380952e+01    5.698324e+01     5 6 8 11 12 13 14 15 17 
       8             316    6.105411e+01    3.633975e-02    7.714286e+01    5.754190e+01     4 6 7 10 14 15 16 17 
       9             420    6.795943e+01    4.708663e-02    7.095238e+01    7.039106e+01     5 6 8 12 13 17 
      10               2    6.690386e+01    2.294618e-03    6.880952e+01    6.871508e+01     5 6 9 14 16 17 
      11             374    6.532639e+01    3.928686e-02    7.333333e+01    6.201117e+01     6 7 9 11 12 13 15 16 
      12              28    6.796531e+01    3.871118e-03    7.119048e+01    6.927374e+01     5 6 9 10 11 12 14 15 
      13             420    6.532345e+01    4.332032e-02    7.571429e+01    5.754190e+01     6 7 8 9 12 13 14 16 
      14             333    6.743459e+01    3.412070e-02    6.880952e+01    6.871508e+01     5 6 8 12 
      15             254    6.689798e+01    2.811171e-02    6.880952e+01    6.871508e+01     5 6 8 14 15 
      16             420    6.743459e+01    5.377766e-02    7.119048e+01    7.039106e+01     5 6 9 11 12 13 14 15 
      17             416    6.743459e+01    8.196806e-02    6.880952e+01    6.871508e+01     5 6 7 11 15 
      18             344    6.742871e+01    4.636136e-02    7.119048e+01    6.983240e+01     5 6 9 10 13 15 16 
      19             351    6.796531e+01    3.829381e-02    6.880952e+01    6.871508e+01     5 6 8 10 16 
      20             267    6.743165e+01    3.211159e-02    7.119048e+01    6.983240e+01     5 6 8 11 12 16 
gBest = 6.796531e+01

Iteration 26 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1              33    6.689210e+01    3.531497e-03    7.642857e+01    6.033520e+01     5 6 7 9 11 13 14 15 16 
       2             211    6.159366e+01    2.835492e-02    8.261905e+01    5.698324e+01     2 5 6 7 10 11 13 15 
       3             197    6.796237e+01    2.545259e-02    7.119048e+01    6.983240e+01     5 6 8 13 14 16 17 
       4              48    6.743459e+01    5.932169e-03    7.952381e+01    5.810056e+01     5 6 8 9 10 11 15 16 17 
       5             194    6.159954e+01    2.328082e-02    7.476190e+01    5.642458e+01     3 5 7 9 11 12 13 17 
       6               2    6.796237e+01    2.314212e-03    6.880952e+01    6.871508e+01     5 6 8 10 11 12 16 17 
       7             396    6.743459e+01    5.730200e-02    7.380952e+01    5.754190e+01     5 6 8 11 12 14 15 17 
       8             420    6.105411e+01    5.632606e-02              85    5.418994e+01     4 6 7 8 9 11 12 14 16 
       9              65    6.795943e+01    5.327880e-03    7.452381e+01    5.810056e+01     5 6 8 12 13 14 15 16 
      10             252    6.690386e+01    3.193121e-02    7.476190e+01    6.145251e+01     5 6 7 12 13 14 15 17 
      11              17    6.532639e+01    2.930008e-03    6.880952e+01    6.871508e+01     6 8 10 11 12 
      12             184    6.796531e+01    1.619046e-02    6.880952e+01    6.871508e+01     5 6 8 16 17 
      13             420    6.532345e+01    6.273563e-02    6.880952e+01    6.871508e+01     6 7 8 13 14 
      14             395    6.743459e+01    6.013622e-02    7.095238e+01    7.094972e+01     5 6 9 10 11 14 15 
      15               3    6.689798e+01    2.500194e-03    6.880952e+01    6.871508e+01     5 6 9 10 12 13 
      16             313    6.743459e+01    4.439268e-02    6.880952e+01    6.871508e+01     5 6 9 13 17 
      17             180    6.743459e+01    2.258976e-02    7.952381e+01    5.865922e+01     5 6 7 10 11 12 13 14 15 17 
      18              64    6.742871e+01    6.795528e-03    7.119048e+01    6.927374e+01     5 6 9 10 12 14 17 
      19              69    6.796531e+01    7.156608e-03    7.428571e+01    5.865922e+01     5 6 8 10 11 14 15 17 
      20             177    6.743165e+01    1.959071e-02    7.380952e+01    5.642458e+01     5 6 8 10 12 13 15 17 
gBest = 6.796531e+01

Iteration 27 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             420    6.689210e+01    5.457477e-02    8.166667e+01    5.977654e+01     5 6 8 9 10 11 12 14 15 
       2             352    6.159366e+01    4.014493e-02    8.190476e+01    5.642458e+01     2 5 7 8 11 13 14 17 
       3             271    6.796237e+01    2.598908e-02    6.880952e+01    6.871508e+01     5 6 8 12 16 
       4             148    6.743459e+01    1.437915e-02    8.166667e+01    5.921788e+01     5 6 8 9 10 12 14 15 16 
       5             420    6.159954e+01    4.302829e-02    7.547619e+01    5.698324e+01     3 5 8 10 13 15 16 17 
       6             297    6.796237e+01    2.864696e-02    7.380952e+01    5.754190e+01     5 6 8 10 11 13 16 17 
       7             371    6.743459e+01    4.200476e-02    7.404762e+01    5.754190e+01     5 6 8 11 12 13 16 17 
       8             119    6.105411e+01    1.077270e-02    7.619048e+01    5.698324e+01     4 6 7 8 11 14 15 16 17 
       9             420    6.796531e+01    4.694606e-02    7.095238e+01    7.150838e+01     5 6 8 11 16 17 
      10             420    6.690386e+01    5.768423e-02    7.404762e+01    5.810056e+01     5 6 8 9 10 11 13 17 
      11              34    6.532639e+01    4.879407e-03    7.976190e+01    6.089385e+01     6 8 9 10 12 13 15 16 17 
      12             420    6.796531e+01    6.476371e-02    8.261905e+01    6.033520e+01     5 6 9 10 11 12 13 14 15 16 
      13             168    6.532345e+01    1.726282e-02    7.595238e+01    5.474860e+01     6 7 8 10 12 14 16 17 
      14             119    6.743459e+01    1.109553e-02    7.119048e+01    6.983240e+01     5 6 9 10 11 13 14 15 
      15              46    6.689798e+01    5.813986e-03    7.119048e+01    6.927374e+01     5 6 9 10 11 15 16 17 
      16              43    6.743459e+01    5.460059e-03    6.880952e+01    6.871508e+01     5 6 9 12 13 
      17             313    6.743459e+01    3.313076e-02    7.476190e+01    6.145251e+01     5 6 7 10 11 14 15 16 
      18             319    6.742871e+01    3.706564e-02    7.119048e+01    6.983240e+01     5 6 9 10 12 14 15 17 
      19             420    6.796531e+01    5.398572e-02    7.404762e+01    5.865922e+01     5 6 8 10 12 13 14 15 16 
      20             420    6.796237e+01    5.937829e-02    7.095238e+01    7.150838e+01     5 6 8 10 12 14 16 
gBest = 6.796531e+01

Iteration 28 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1              16    6.689210e+01    3.470851e-03    7.452381e+01    5.810056e+01     5 6 8 10 12 13 15 17 
       2             420    6.159366e+01    6.067986e-02    7.619048e+01    5.642458e+01     3 5 7 9 12 15 16 17 
       3              84    6.796237e+01    6.600526e-03    7.380952e+01    5.642458e+01     5 6 8 11 13 14 15 16 
       4              37    6.743459e+01    4.256768e-03    7.952381e+01    5.754190e+01     5 6 8 10 11 12 13 14 15 16 
       5              70    6.159954e+01    5.663458e-03    7.238095e+01    5.474860e+01     4 5 7 9 12 14 
       6              22    6.796237e+01    3.111014e-03    7.119048e+01    7.094972e+01     5 6 8 10 13 15 
       7             192    6.743459e+01    2.039125e-02    7.119048e+01    6.983240e+01     5 6 8 10 15 16 17 
       8             167    6.105411e+01    1.639417e-02    7.119048e+01    6.089385e+01     4 8 9 10 12 13 15 
       9              95    6.796531e+01    8.342171e-03    7.095238e+01    7.039106e+01     5 6 8 11 12 13 14 
      10             169    6.690386e+01    1.409489e-02    7.119048e+01    6.983240e+01     5 6 8 13 14 17 
      11             170    6.532639e+01    1.587354e-02    7.119048e+01    5.698324e+01     5 8 9 10 11 14 15 17 
      12             134    6.796531e+01    9.465844e-03    7.380952e+01    5.642458e+01     5 6 8 12 13 15 16 17 
      13             351    6.532345e+01    5.297619e-02    7.142857e+01    6.145251e+01     5 7 10 11 13 16 17 
      14             140    6.743459e+01    9.680750e-03    7.119048e+01    7.039106e+01     5 6 8 11 14 15 16 
      15              47    6.689798e+01    4.603542e-03    7.119048e+01    6.983240e+01     5 6 8 11 14 16 
      16             265    6.743459e+01    3.794890e-02    6.880952e+01    6.871508e+01     5 6 8 17 
      17             420    6.743459e+01    6.060304e-02    8.190476e+01    5.977654e+01     5 6 8 9 11 12 13 16 17 
      18             245    6.742871e+01    3.126192e-02    6.880952e+01    6.871508e+01     5 6 8 13 16 
      19             180    6.796531e+01    1.812400e-02    7.119048e+01    6.983240e+01     5 6 8 10 14 16 
      20             145    6.796237e+01    1.384608e-02    6.880952e+01    6.871508e+01     5 6 8 10 13 
gBest = 6.796531e+01

Iteration 29 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             324    6.689210e+01    4.173014e-02    6.880952e+01    6.871508e+01     5 6 8 14 
       2               1    6.530874e+01    3.168240e-03    6.880952e+01    6.871508e+01     4 6 11 12 14 16 17 
       3             196    6.796237e+01    1.649027e-02    7.119048e+01    6.927374e+01     5 6 8 10 15 16 
       4             293    6.743459e+01    2.731242e-02    7.119048e+01    7.039106e+01     5 6 8 10 14 17 
       5             285    6.159954e+01    2.800379e-02    7.119048e+01    6.089385e+01     4 10 11 12 13 
       6             201    6.796237e+01    1.648063e-02    7.380952e+01    5.698324e+01     5 6 8 11 12 14 15 17 
       7             267    6.743459e+01    3.022812e-02    7.119048e+01    6.983240e+01     5 6 8 10 13 16 17 
       8             370    6.105411e+01    3.769387e-02    7.476190e+01    6.145251e+01     5 6 7 11 12 13 15 16 
       9             372    6.796531e+01    3.718258e-02    7.095238e+01    7.150838e+01     5 6 8 10 13 14 17 
      10              91    6.690386e+01    7.664484e-03    7.119048e+01    6.983240e+01     5 6 9 13 14 15 
      11             296    6.637019e+01    2.845382e-02    7.119048e+01    6.983240e+01     5 6 9 11 14 15 17 
      12             338    6.796531e+01    3.867915e-02    7.095238e+01    7.150838e+01     5 6 8 11 12 17 
      13             132    6.532345e+01    9.038518e-03    6.880952e+01    6.871508e+01     5 6 9 13 16 
      14             371    6.796531e+01    4.970439e-02    7.095238e+01    7.150838e+01     5 6 8 10 13 14 
      15             420    6.689798e+01    6.019811e-02    7.404762e+01    5.754190e+01     5 6 8 10 13 14 15 16 
      16             154    6.743459e+01    1.517502e-02    7.119048e+01    6.983240e+01     5 6 8 10 14 15 
      17             405    6.743459e+01    6.389849e-02    7.095238e+01    6.983240e+01     5 6 8 10 14 15 17 
      18             414    6.742871e+01    4.811327e-02    7.119048e+01    7.039106e+01     5 6 8 11 13 14 16 
      19             141    6.796531e+01    1.015877e-02    7.380952e+01    5.754190e+01     5 6 8 11 12 14 16 17 
      20             170    6.796237e+01    1.997450e-02    6.880952e+01    6.871508e+01     5 6 8 10 
gBest = 6.796531e+01

Iteration 30 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             332    6.689210e+01    4.356851e-02    7.119048e+01    6.983240e+01     5 6 7 9 14 17 
       2             156    6.531462e+01    2.662416e-02    6.880952e+01    6.871508e+01     8 9 11 13 14 
       3             237    6.796237e+01    3.009501e-02    6.880952e+01    6.871508e+01     5 6 8 12 13 
       4             203    6.743459e+01    2.530113e-02    8.166667e+01    5.921788e+01     5 6 8 9 11 12 14 16 17 
       5             420    6.159954e+01    6.164057e-02              85    4.860335e+01     3 6 7 8 9 11 12 13 17 
       6             420    6.796237e+01    4.318099e-02    7.095238e+01    6.983240e+01     5 6 8 10 13 14 17 
       7             106    6.743459e+01    8.977250e-03    7.380952e+01    5.642458e+01     5 6 8 11 12 13 14 15 16 17 
       8             207    6.105411e+01    2.019345e-02    7.571429e+01    5.474860e+01     4 6 7 10 12 13 14 15 17 
       9             420    6.796531e+01    5.003530e-02    7.095238e+01    7.150838e+01     5 6 8 11 12 14 15 
      10               9    6.690386e+01    2.608736e-03    6.976190e+01    6.815642e+01     5 6 9 11 13 14 15 16 17 
      11             420    6.637019e+01    4.856143e-02    7.476190e+01    6.145251e+01     5 6 7 9 10 15 17 
      12             302    6.796531e+01    2.636851e-02    7.119048e+01    6.983240e+01     5 6 9 10 11 12 14 
      13             301    6.532345e+01    3.653288e-02    6.952381e+01    6.871508e+01     6 7 8 9 12 14 
      14             246    6.796531e+01    3.169826e-02    7.380952e+01    5.698324e+01     5 6 8 10 12 13 14 15 
      15             160    6.689798e+01    1.592175e-02    6.880952e+01    6.871508e+01     5 6 8 14 
      16             393    6.743459e+01    5.975804e-02    8.071429e+01    6.145251e+01     5 6 9 11 12 13 15 16 17 
      17             125    6.743459e+01    1.191814e-02    7.119048e+01    6.983240e+01     5 6 7 11 13 16 
      18             420    6.795943e+01    5.430669e-02    7.095238e+01    7.150838e+01     5 6 9 10 13 15 16 17 
      19             366    6.796531e+01    4.250579e-02    7.119048e+01    7.039106e+01     5 6 8 10 15 16 
      20              95    6.796237e+01    7.124263e-03    7.380952e+01    5.865922e+01     5 6 8 10 13 14 16 17 
gBest = 6.796531e+01

Iteration 31 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             194    6.689210e+01    1.917645e-02    7.833333e+01    5.530726e+01     5 6 7 8 12 13 14 15 
       2             348    6.531756e+01    4.132894e-02    6.880952e+01    6.871508e+01     8 13 14 15 
       3             420    6.796237e+01    4.195406e-02    8.071429e+01    6.145251e+01     5 6 9 10 11 12 13 15 16 
       4             187    6.743459e+01    2.416782e-02    6.880952e+01    6.871508e+01     5 6 7 14 
       5             420    6.159954e+01    5.884585e-02    8.857143e+01    5.139665e+01     3 4 6 7 9 10 11 14 15 17 
       6             420    6.796237e+01    7.305830e-02    6.880952e+01    6.871508e+01     5 6 8 10 11 
       7             420    6.743459e+01    6.255835e-02    7.119048e+01    7.039106e+01     5 6 8 11 12 13 
       8             352    6.105411e+01    5.387469e-02    8.428571e+01    5.474860e+01     4 5 7 8 9 11 12 13 16 
       9             420    6.796531e+01    5.110983e-02    7.119048e+01    7.039106e+01     5 6 8 11 15 16 
      10             239    6.690386e+01    2.653957e-02    7.119048e+01    6.983240e+01     5 6 8 15 16 17 
      11             215    6.637019e+01    1.986471e-02    7.119048e+01    6.927374e+01     5 6 9 11 15 17 
      12             195    6.796531e+01    1.764505e-02    7.119048e+01    6.983240e+01     5 6 9 10 13 14 15 17 
      13             420    6.532345e+01    8.405679e-02    6.880952e+01    6.871508e+01     6 10 12 13 14 
      14             420    6.796531e+01    5.913384e-02    7.095238e+01    7.094972e+01     5 6 8 10 16 17 
      15             303    6.689798e+01    4.149626e-02    7.119048e+01    6.983240e+01     5 6 9 10 13 14 15 
      16             109    6.743459e+01    7.688432e-03    7.119048e+01    6.983240e+01     5 6 10 12 13 14 16 
      17              93    6.743459e+01    8.272505e-03    7.476190e+01    6.256983e+01     5 6 7 9 10 14 16 17 
      18             306    6.795943e+01    2.728785e-02    6.880952e+01    6.871508e+01     5 6 8 
      19             148    6.796531e+01    1.078483e-02    7.119048e+01    6.983240e+01     5 6 8 10 12 16 
      20             146    6.796237e+01    1.158567e-02    7.380952e+01    5.698324e+01     5 6 8 10 12 14 15 17 
gBest = 6.796531e+01

Iteration 32 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             420    6.689210e+01    4.373272e-02    7.476190e+01    6.312849e+01     5 6 7 9 13 16 17 
       2             402    6.531756e+01    4.840593e-02    6.880952e+01    6.871508e+01     6 7 8 14 17 
       3             315    6.796237e+01    3.368653e-02    7.380952e+01    5.754190e+01     5 6 8 13 14 15 16 17 
       4             342    6.743459e+01    4.066805e-02    7.380952e+01    5.754190e+01     5 6 8 9 10 12 15 16 
       5             349    6.159954e+01    5.224004e-02    7.666667e+01    5.810056e+01     3 5 7 8 11 13 16 
       6             128    6.796237e+01    1.232650e-02    7.380952e+01    5.586592e+01     5 6 8 10 12 13 14 15 
       7             339    6.743459e+01    4.825975e-02    7.380952e+01    5.754190e+01     5 6 8 11 12 13 15 16 
       8              81    6.105411e+01    9.926136e-03    7.595238e+01    5.810056e+01     4 6 7 8 9 11 12 16 
       9              56    6.796531e+01    5.942743e-03    7.119048e+01    6.983240e+01     5 6 8 11 13 15 
      10              74    6.690386e+01    7.173714e-03    7.119048e+01    6.983240e+01     5 6 8 10 13 14 15 
      11             271    6.637019e+01    3.123455e-02    7.142857e+01    6.201117e+01     5 7 8 9 11 12 16 
      12             420    6.796531e+01    5.133127e-02    7.119048e+01    7.039106e+01     5 6 9 10 11 12 15 16 
      13             225    6.532345e+01    2.347800e-02    6.952381e+01    6.871508e+01     6 7 9 10 11 14 
      14             420    6.796531e+01    4.940582e-02    7.404762e+01    5.810056e+01     5 6 8 11 12 15 16 17 
      15              50    6.689798e+01    4.641174e-03    7.119048e+01    6.983240e+01     5 6 9 10 11 13 15 16 
      16             420    6.743459e+01    5.313481e-02    7.095238e+01    7.094972e+01     5 6 9 12 13 16 17 
      17             420    6.743459e+01    5.113907e-02    7.476190e+01    6.145251e+01     5 6 7 10 11 16 17 
      18             420    6.795943e+01    6.922419e-02    6.880952e+01    6.871508e+01     5 6 8 10 
      19              79    6.796531e+01    8.482436e-03    7.119048e+01    6.983240e+01     5 6 8 10 12 15 16 
      20              30    6.796237e+01    4.490335e-03    7.380952e+01    5.698324e+01     5 6 8 10 12 15 16 17 
gBest = 6.796531e+01

Iteration 33 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             247    6.689210e+01    6.755221e-02    7.476190e+01    6.145251e+01     5 6 7 13 14 15 17 
       2             288    6.531756e+01    7.727775e-02    6.880952e+01    6.871508e+01     5 7 8 12 
       3             118    6.796237e+01    1.063928e-02    7.119048e+01    6.983240e+01     5 6 8 11 16 17 
       4             354    6.743459e+01    5.532026e-02    7.095238e+01    7.094972e+01     5 6 8 9 11 14 15 
       5             420    6.159954e+01    7.941530e-02    7.142857e+01    6.145251e+01     3 8 10 15 
       6              92    6.796237e+01    1.169204e-02    7.119048e+01    6.983240e+01     5 6 8 10 12 13 
       7             189    6.743459e+01    2.699146e-02    7.380952e+01    5.865922e+01     5 6 8 11 12 13 14 15 17 
       8              17    6.105411e+01    3.852458e-03    7.119048e+01    6.089385e+01     4 6 10 16 17 
       9             133    6.796531e+01    1.544746e-02    7.095238e+01    7.039106e+01     5 6 8 11 12 15 
      10             251    6.690386e+01    3.744165e-02    7.119048e+01    6.983240e+01     5 6 8 10 11 17 
      11             173    6.637019e+01    1.768268e-02    6.880952e+01    6.871508e+01     5 7 8 9 16 
      12             348    6.796531e+01    3.693222e-02    7.380952e+01    5.698324e+01     5 6 8 13 14 15 16 17 
      13             217    6.532345e+01    3.610773e-02    6.880952e+01    6.871508e+01     5 8 15 16 
      14             335    6.796531e+01    5.168271e-02    7.119048e+01    6.983240e+01     5 6 8 11 12 16 
      15             420    6.690386e+01    6.207940e-02    7.119048e+01    7.039106e+01     5 6 8 14 15 16 
      16             285    6.743459e+01    2.771673e-02    7.119048e+01    6.983240e+01     5 6 9 10 12 16 
      17             103    6.743459e+01    9.139285e-03    7.119048e+01    6.983240e+01     5 6 7 14 15 16 
      18             190    6.795943e+01    1.985476e-02    7.380952e+01    5.642458e+01     5 6 8 10 12 13 15 16 17 
      19             163    6.796531e+01    1.368280e-02    7.119048e+01    6.983240e+01     5 6 8 10 12 17 
      20              48    6.796237e+01    4.864789e-03    7.452381e+01    5.810056e+01     5 6 8 10 13 14 15 16 17 
gBest = 6.796531e+01

Iteration 34 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             364    6.689210e+01    4.821777e-02    7.476190e+01    6.201117e+01     5 6 7 12 13 15 17 
       2             360    6.531756e+01    4.657036e-02    8.357143e+01    5.698324e+01     6 7 8 9 10 11 12 15 17 
       3             412    6.796237e+01    5.932822e-02    6.880952e+01    6.871508e+01     5 6 8 11 17 
       4             403    6.743459e+01    5.014602e-02    7.380952e+01    5.698324e+01     5 6 8 9 12 13 14 15 
       5             108    6.159954e+01    9.051892e-03    7.142857e+01    6.145251e+01     3 7 8 11 16 
       6             375    6.796237e+01    4.866064e-02    7.095238e+01    7.150838e+01     5 6 8 10 14 15 16 
       7              60    6.743459e+01    5.826426e-03    6.880952e+01    6.871508e+01     5 6 8 10 15 
       8              86    6.105411e+01    7.072947e-03    7.119048e+01    6.089385e+01     4 6 9 10 17 
       9             140    6.796531e+01    1.188829e-02    7.380952e+01    5.810056e+01     5 6 8 11 12 13 15 16 
      10               4    6.690386e+01    1.444322e-03    6.857143e+01    6.815642e+01     5 6 9 12 13 14 15 16 17 
      11             413    6.637314e+01    4.755221e-02    7.095238e+01    6.983240e+01     5 6 8 9 11 17 
      12             174    6.796531e+01    1.797347e-02    8.238095e+01    6.033520e+01     5 6 9 10 11 12 13 14 15 16 
      13             122    6.532345e+01    1.009657e-02    6.880952e+01    6.871508e+01     5 9 13 14 15 
      14              93    6.796531e+01    8.391310e-03    7.119048e+01    7.094972e+01     5 6 8 10 12 14 
      15             258    6.690386e+01    2.545415e-02    7.119048e+01    7.039106e+01     5 6 8 10 13 15 
      16             420    6.743459e+01    4.671249e-02    7.095238e+01    6.983240e+01     5 6 9 10 12 13 
      17             236    6.743459e+01    2.912373e-02    8.261905e+01    6.089385e+01     5 6 8 9 10 11 12 13 15 17 
      18             393    6.795943e+01    4.817609e-02    7.095238e+01    7.094972e+01     5 6 9 10 11 12 15 
      19             420    6.796531e+01    5.388465e-02    7.380952e+01    5.810056e+01     5 6 8 11 12 13 14 15 16 
      20             130    6.796237e+01    1.068033e-02    7.095238e+01    7.039106e+01     5 6 8 10 13 15 
gBest = 6.796531e+01

Iteration 35 of 100
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1             420    6.689210e+01    5.431788e-02    8.214286e+01    5.754190e+01     5 6 7 9 10 14 15 16 17 
       2             341    6.531756e+01    3.674095e-02    6.880952e+01    6.871508e+01     7 8 12 13 16 17 
       3             396    6.796237e+01    5.533488e-02    6.880952e+01    6.871508e+01     5 6 8 14 16 
       4             420    6.796237e+01    4.671498e-02    7.095238e+01    7.150838e+01     5 6 8 9 10 11 15 
       5             420    6.159954e+01    4.889981e-02    7.571429e+01    5.307263e+01     3 4 7 9 11 13 14 
       6              44    6.796237e+01    4.841464e-03    7.119048e+01    6.983240e+01     5 6 8 10 13 14 15 
       7              63    6.743459e+01    6.698804e-03    7.452381e+01    5.865922e+01     5 6 8 11 12 13 14 16 17 
       8             157    6.105411e+01    1.591740e-02    7.523810e+01    5.698324e+01     4 5 7 12 13 14 15 16 
       9             406    6.796531e+01    5.601878e-02    7.380952e+01    5.810056e+01     5 6 8 11 13 14 15 16 17 
      10             178    6.690386e+01    1.777754e-02    7.119048e+01    6.983240e+01     5 6 10 11 14 15 
      11              46    6.637314e+01    3.756978e-03    7.476190e+01    6.424581e+01     5 6 7 9 11 13 17 
      12              41    6.796531e+01    4.822492e-03    7.119048e+01    6.927374e+01     5 6 9 10 12 17 
      13              25    6.532345e+01    3.688245e-03    7.142857e+01    5.642458e+01     6 8 11 12 14 15 16 17 
      14             420    6.796531e+01    5.242135e-02    7.380952e+01    5.754190e+01     5 6 8 10 12 14 15 16 17 
      15              62    6.690386e+01    6.281431e-03    7.380952e+01    5.754190e+01     5 6 8 11 13 14 15 16 
      16             420    6.743459e+01    6.155971e-02    6.880952e+01    6.871508e+01     5 6 9 14 
      17             263    6.743459e+01    3.523536e-02    7.119048e+01    6.983240e+01     5 6 7 9 14 17 
      18              37    6.795943e+01    4.371841e-03    6.880952e+01    6.871508e+01     5 6 9 10 13 
      19              64    6.796531e+01    6.096070e-03    6.880952e+01    6.871508e+01     5 6 8 10 17 
      20             149    6.796237e+01    1.287978e-02    7.380952e+01    5.810056e+01     5 6 8 10 13 14 15 16 
gBest = 6.796531e+01
